1.000000000000000000e+00,9.467576980590820312e+00,1.018953514099121094e+01,-1.497118115425109863e+00,-1.395709395408630371e+00,-1.751639485359191895e+00,-1.206072568893432617e+00,-1.637960195541381836e+00,-1.375943183898925781e+00,-1.639055252075195312e+00,-1.819973945617675781e+00,-1.560634613037109375e+00,-1.754731416702270508e+00,-1.833979010581970215e+00,-1.646605610847473145e+00,-1.132315039634704590e+00
1.000000000000000000e+00,1.013448047637939453e+01,1.083265495300292969e+01,-2.080201864242553711e+00,-1.803065061569213867e+00,-1.522834539413452148e+00,-1.439532041549682617e+00,-1.853064298629760742e+00,-1.481009840965270996e+00,-1.719831705093383789e+00,-1.212240695953369141e+00,-1.387939929962158203e+00,-1.750501513481140137e+00,-1.264773368835449219e+00,-1.636966705322265625e+00,-1.527135491371154785e+00
1.000000000000000000e+00,1.002330493927001953e+01,1.046143150329589844e+01,-1.298791408538818359e+00,-1.733786582946777344e+00,-1.685133695602416992e+00,-1.897529244422912598e+00,-1.383387446403503418e+00,-1.386461853981018066e+00,-1.910773873329162598e+00,-1.915057182312011719e+00,-1.486738681793212891e+00,-1.514148592948913574e+00,-1.564398765563964844e+00,-1.929725766181945801e+00,-1.519146680831909180e+00
1.000000000000000000e+00,1.065223884582519531e+01,9.777317047119140625e+00,-1.485055685043334961e+00,-1.845966815948486328e+00,-1.577484011650085449e+00,-1.390880584716796875e+00,-1.081057667732238770e+00,-1.461037158966064453e+00,-1.809515476226806641e+00,-1.511246562004089355e+00,-1.121498584747314453e+00,-2.025675058364868164e+00,-1.631886839866638184e+00,-1.592834711074829102e+00,-1.560740113258361816e+00
1.000000000000000000e+00,6.749045848846435547e+00,6.680778980255126953e+00,-1.124837398529052734e+00,-7.873358726501464844e-01,-8.172109127044677734e-01,-1.168174743652343750e+00,-1.108065843582153320e+00,-1.158361315727233887e+00,-1.209206581115722656e+00,-1.250028133392333984e+00,-1.029882788658142090e+00,-8.925329446792602539e-01,-1.364342927932739258e+00,-1.017222285270690918e+00,-1.302731513977050781e+00
1.000000000000000000e+00,9.250533103942871094e+00,1.011997795104980469e+01,-8.099539875984191895e-01,-1.628340125083923340e+00,-1.695742845535278320e+00,-1.317323923110961914e+00,-1.551522970199584961e+00,-1.391214013099670410e+00,-1.489803552627563477e+00,-2.232470512390136719e+00,-1.105098009109497070e+00,-1.542658329010009766e+00,-1.380501270294189453e+00,-1.454542875289916992e+00,-1.724220991134643555e+00
1.000000000000000000e+00,7.553668022155761719e+00,7.753098011016845703e+00,-1.118272900581359863e+00,-1.160254955291748047e+00,-1.084296703338623047e+00,-1.113114118576049805e+00,-8.867626190185546875e-01,-1.266805052757263184e+00,-1.549649238586425781e+00,-1.184534788131713867e+00,-1.211380362510681152e+00,-9.697443842887878418e-01,-1.004209995269775391e+00,-7.489719986915588379e-01,-1.028103113174438477e+00
1.000000000000000000e+00,9.362300872802734375e+00,1.034906196594238281e+01,-1.314538836479187012e+00,-1.348017454147338867e+00,-1.612116813659667969e+00,-1.426640987396240234e+00,-1.062462925910949707e+00,-1.473121523857116699e+00,-1.697783470153808594e+00,-1.549654483795166016e+00,-1.172637820243835449e+00,-1.108837842941284180e+00,-1.834798812866210938e+00,-1.771021604537963867e+00,-1.336124897003173828e+00
1.000000000000000000e+00,1.042115020751953125e+01,9.179576873779296875e+00,-1.606126785278320312e+00,-8.944166302680969238e-01,-1.176661372184753418e+00,-1.165925383567810059e+00,-1.388174653053283691e+00,-1.332288026809692383e+00,-1.553546190261840820e+00,-1.293979644775390625e+00,-1.775042533874511719e+00,-1.683054685592651367e+00,-1.281381845474243164e+00,-1.524772763252258301e+00,-1.556790113449096680e+00
1.000000000000000000e+00,1.042115402221679688e+01,1.019666099548339844e+01,-1.061744093894958496e+00,-2.050527095794677734e+00,-1.327396988868713379e+00,-1.208424687385559082e+00,-1.145432949066162109e+00,-1.232990860939025879e+00,-1.553609371185302734e+00,-2.025189399719238281e+00,-1.730638504028320312e+00,-1.311142325401306152e+00,-1.699234366416931152e+00,-1.337692260742187500e+00,-1.621319055557250977e+00
1.000000000000000000e+00,7.765315055847167969e+00,8.595018386840820312e+00,-1.297874331474304199e+00,-1.245311498641967773e+00,-1.508905172348022461e+00,-1.460670113563537598e+00,-1.593603610992431641e+00,-1.355968713760375977e+00,-1.682376980781555176e+00,-8.926724195480346680e-01,-1.277646064758300781e+00,-1.209926128387451172e+00,-1.729204416275024414e+00,-1.666047930717468262e+00,-1.360457897186279297e+00
1.000000000000000000e+00,8.691797256469726562e+00,1.027000236511230469e+01,-1.749631643295288086e+00,-1.595036029815673828e+00,-1.538186550140380859e+00,-1.560500264167785645e+00,-1.624605536460876465e+00,-1.368464589118957520e+00,-1.887746095657348633e+00,-1.444289684295654297e+00,-1.220299959182739258e+00,-1.167977452278137207e+00,-1.379818320274353027e+00,-1.432279706001281738e+00,-1.271264195442199707e+00
1.000000000000000000e+00,9.637697219848632812e+00,9.098795890808105469e+00,-1.594997525215148926e+00,-1.417720079421997070e+00,-1.554196238517761230e+00,-1.739715337753295898e+00,-1.553378582000732422e+00,-1.370216131210327148e+00,-1.700217485427856445e+00,-1.325384020805358887e+00,-1.587531566619873047e+00,-1.471777319908142090e+00,-1.564985632896423340e+00,-1.212967753410339355e+00,-1.063077569007873535e+00
1.000000000000000000e+00,1.062786769866943359e+01,1.030737113952636719e+01,-1.254679441452026367e+00,-1.641402721405029297e+00,-1.640342116355895996e+00,-1.434833049774169922e+00,-1.225205659866333008e+00,-1.363190531730651855e+00,-2.282552957534790039e+00,-1.574274778366088867e+00,-2.060721158981323242e+00,-1.564819693565368652e+00,-1.712132811546325684e+00,-1.578402757644653320e+00,-1.754480123519897461e+00
1.000000000000000000e+00,9.286386489868164062e+00,8.872619628906250000e+00,-1.563072204589843750e+00,-1.584807276725769043e+00,-1.190183520317077637e+00,-1.153487205505371094e+00,-9.489811658859252930e-01,-9.821852445602416992e-01,-1.388875722885131836e+00,-1.773035645484924316e+00,-1.250221610069274902e+00,-1.344873547554016113e+00,-1.289678812026977539e+00,-1.249735236167907715e+00,-1.075565576553344727e+00
1.000000000000000000e+00,1.025866508483886719e+01,9.209834098815917969e+00,-1.180980205535888672e+00,-1.258024334907531738e+00,-1.362367153167724609e+00,-1.112344264984130859e+00,-9.855929017066955566e-01,-1.749032855033874512e+00,-1.669082641601562500e+00,-1.511102557182312012e+00,-1.653074264526367188e+00,-1.639457464218139648e+00,-2.029249429702758789e+00,-1.556268930435180664e+00,-1.179296612739562988e+00
1.000000000000000000e+00,8.857569694519042969e+00,8.283270835876464844e+00,-1.550261616706848145e+00,-1.240637898445129395e+00,-1.293459773063659668e+00,-1.379374742507934570e+00,-1.563339591026306152e+00,-1.377182722091674805e+00,-1.577793478965759277e+00,-6.991325616836547852e-01,-1.468331575393676758e+00,-9.050145745277404785e-01,-1.253413915634155273e+00,-1.387459993362426758e+00,-1.200749635696411133e+00
1.000000000000000000e+00,8.767894744873046875e+00,8.502590179443359375e+00,-1.463130831718444824e+00,-1.116085290908813477e+00,-1.419792890548706055e+00,-1.067947745323181152e+00,-1.591197013854980469e+00,-1.267896175384521484e+00,-1.445931196212768555e+00,-1.651102066040039062e+00,-1.185966610908508301e+00,-1.504740834236145020e+00,-1.361303448677062988e+00,-1.114696741104125977e+00,-9.445497393608093262e-01
